position,gene,ID,type,start,end,strand,strain,central_gene,core_status,isolate_count
1,rayT,9d38f563c3a26fdef9221ebcd767f53a_485,CDS,247637,248134,+,MG1655,lafU,non_core,16
2,dinB,9d38f563c3a26fdef9221ebcd767f53a_489,CDS,250898,251953,+,MG1655,lafU,core,44
3,yafN,9d38f563c3a26fdef9221ebcd767f53a_491,CDS,252005,252298,+,MG1655,lafU,non_core,23
4,yafO,9d38f563c3a26fdef9221ebcd767f53a_493,CDS,252301,252699,+,MG1655,lafU,non_core,22
5,yafP,9d38f563c3a26fdef9221ebcd767f53a_495,CDS,252709,253161,+,MG1655,lafU,non_core,36
6,pepD,9d38f563c3a26fdef9221ebcd767f53a_499,CDS,254259,255716,-,MG1655,lafU,core,44
7,gpt,9d38f563c3a26fdef9221ebcd767f53a_501,CDS,255977,256435,+,MG1655,lafU,core,44
8,frsA,9d38f563c3a26fdef9221ebcd767f53a_503,CDS,256527,257771,+,MG1655,lafU,core,44
9,crl,9d38f563c3a26fdef9221ebcd767f53a_506,CDS,257829,257899,+,MG1655,lafU,core,44
-9,hcaD,ECOR4_03538,CDS,139872,141074,+,ECOR4_PROKKA,lapB_1,non_core,18
-8,yphA,ECOR4_03539,CDS,141171,141593,+,ECOR4_PROKKA,lapB_1,core,44
-7,yphB,ECOR4_03540,CDS,141641,142513,-,ECOR4_PROKKA,lapB_1,core,44
-6,gutB,ECOR4_03541,CDS,142525,143586,-,ECOR4_PROKKA,lapB_1,core,44
-5,rbsC_1,ECOR4_03542,CDS,143652,144212,-,ECOR4_PROKKA,lapB_1,non_core,19
-4,,ECOR4_03543,CDS,144213,144650,-,ECOR4_PROKKA,lapB_1,non_core,26
-3,mglA_2,ECOR4_03544,CDS,144675,146186,-,ECOR4_PROKKA,lapB_1,core,44
-2,yphF,ECOR4_03545,CDS,146209,147192,-,ECOR4_PROKKA,lapB_1,core,44
-1,lapB_2,ECOR4_03546,CDS,147289,150570,-,ECOR4_PROKKA,lapB_1,non_core,2
0,mlc_1,ECOR4_03547,CDS,150688,151881,+,ECOR4_PROKKA,lapB_1,non_core,3
1,glyA,ECOR4_03548,CDS,152079,153332,-,ECOR4_PROKKA,lapB_1,core,44
2,hmp,ECOR4_03549,CDS,153660,154850,+,ECOR4_PROKKA,lapB_1,core,44
3,glnB,ECOR4_03550,CDS,154895,155233,-,ECOR4_PROKKA,lapB_1,core,44
4,qseF,ECOR4_03551,CDS,155294,156628,-,ECOR4_PROKKA,lapB_1,core,44
5,qseG,ECOR4_03552,CDS,156618,157331,-,ECOR4_PROKKA,lapB_1,core,44
6,qseE,ECOR4_03553,CDS,157496,158878,-,ECOR4_PROKKA,lapB_1,core,44
7,purL,ECOR4_03554,CDS,159499,163386,-,ECOR4_PROKKA,lapB_1,core,44
8,mltF,ECOR4_03555,CDS,163644,165200,+,ECOR4_PROKKA,lapB_1,core,44
9,tadA,ECOR4_03556,CDS,165197,165700,-,ECOR4_PROKKA,lapB_1,core,44
-9,ttgI,ECOR16_00077,CDS,74498,75934,+,ECOR16_PROKKA,mlrA,non_core,31
-8,yohF,ECOR16_00078,CDS,75987,76748,+,ECOR16_PROKKA,mlrA,soft_core,43
-7,yohD,ECOR16_00079,CDS,76878,77456,-,ECOR16_PROKKA,mlrA,core,44
-6,yohC,ECOR16_00080,CDS,77626,78213,+,ECOR16_PROKKA,mlrA,core,44
-5,pbpG,ECOR16_00081,CDS,78387,79319,+,ECOR16_PROKKA,mlrA,core,44
-4,dld,ECOR16_00082,CDS,79357,81072,-,ECOR16_PROKKA,mlrA,core,44
-3,,ECOR16_00083,CDS,81298,83565,+,ECOR16_PROKKA,mlrA,core,44
-2,yehZ,ECOR16_00084,CDS,83817,84734,+,ECOR16_PROKKA,mlrA,core,44
-1,yehY,ECOR16_00085,CDS,84741,85898,+,ECOR16_PROKKA,mlrA,core,44
0,yehX,ECOR16_00086,CDS,85891,86817,+,ECOR16_PROKKA,mlrA,core,44
1,yehW,ECOR16_00087,CDS,86822,87553,+,ECOR16_PROKKA,mlrA,core,44
2,,ECOR16_00088,CDS,87534,87641,-,ECOR16_PROKKA,mlrA,core,44
3,mlrA,ECOR16_00089,CDS,87652,88440,-,ECOR16_PROKKA,mlrA,non_core,1
4,btsS,ECOR16_00090,CDS,88662,90347,+,ECOR16_PROKKA,mlrA,core,44
5,btsR,ECOR16_00091,CDS,90344,91063,+,ECOR16_PROKKA,mlrA,core,44
6,,ECOR16_00092,CDS,91110,91580,+,ECOR16_PROKKA,mlrA,core,44
7,yehR,ECOR16_00093,CDS,91621,92082,-,ECOR16_PROKKA,mlrA,core,44
8,,ECOR16_00094,CDS,92207,94207,-,ECOR16_PROKKA,mlrA,non_core,17
9,,ECOR16_00095,CDS,94204,95340,-,ECOR16_PROKKA,mlrA,non_core,36
-9,yfcD,PNKGMM_12080,CDS,2387164,2387706,+,KE41,ndhC,core,44
-8,yfcC,PNKGMM_12085,CDS,2387739,2389217,-,KE41,ndhC,core,44
-7,pta,PNKGMM_12090,CDS,2389449,2391593,-,KE41,ndhC,core,44
-6,ackA,PNKGMM_12095,CDS,2391668,2392870,-,KE41,ndhC,core,44
-5,yfbV,PNKGMM_12100,CDS,2393208,2393663,+,KE41,ndhC,core,44
-4,yfbU,PNKGMM_12105,CDS,2393746,2394240,+,KE41,ndhC,core,44
-3,hxpA,PNKGMM_12110,CDS,2394251,2394901,+,KE41,ndhC,core,44
-2,yfbS,PNKGMM_12115,CDS,2394988,2396820,+,KE41,ndhC,core,44
-1,yfbR,PNKGMM_12120,CDS,2396879,2397478,-,KE41,ndhC,core,44
0,alaA,PNKGMM_12125,CDS,2397562,2398779,-,KE41,ndhC,core,44
1,lrhA,PNKGMM_12130,CDS,2399699,2400637,+,KE41,ndhC,core,44
2,,PNKGMM_12135,CDS,2400840,2401004,-,KE41,ndhC,non_core,40
3,nuoA,PNKGMM_12140,CDS,2401266,2401712,+,KE41,ndhC,non_core,1
4,nuoB,PNKGMM_12145,CDS,2401741,2402403,+,KE41,ndhC,core,44
5,nuoC,PNKGMM_12150,CDS,2402497,2404299,+,KE41,ndhC,core,44
6,nuoE,PNKGMM_12155,CDS,2404302,2404802,+,KE41,ndhC,core,44
7,nuoF,PNKGMM_12160,CDS,2404799,2406136,+,KE41,ndhC,core,44
8,nuoG,PNKGMM_12165,CDS,2406189,2408915,+,KE41,ndhC,core,44
9,nuoH,PNKGMM_12170,CDS,2408912,2409889,+,KE41,ndhC,core,44
-9,,ECOR14_01729,CDS,85360,86097,-,ECOR14_PROKKA,ortT,non_core,1
-8,,ECOR14_01730,CDS,144,2252,-,ECOR14_PROKKA,ortT,non_core,5
-7,,ECOR14_01731,CDS,3073,3285,-,ECOR14_PROKKA,ortT,non_core,2
-6,gstB_1,ECOR14_01732,CDS,3361,3978,-,ECOR14_PROKKA,ortT,non_core,18
-5,ansP2,ECOR14_01733,CDS,4244,5743,+,ECOR14_PROKKA,ortT,core,44
-4,yncE,ECOR14_01734,CDS,5856,6917,-,ECOR14_PROKKA,ortT,core,44
-3,cntO,ECOR14_01735,CDS,7159,9261,+,ECOR14_PROKKA,ortT,core,44
-2,mcbR,ECOR14_01736,CDS,9297,9962,-,ECOR14_PROKKA,ortT,non_core,18
-1,curA,ECOR14_01737,CDS,10160,11197,-,ECOR14_PROKKA,ortT,non_core,18
0,mnaT,ECOR14_01738,CDS,11378,11896,+,ECOR14_PROKKA,ortT,core,44
1,ydcZ,ECOR14_01739,CDS,11893,12342,+,ECOR14_PROKKA,ortT,core,44
2,ydcY,ECOR14_01740,CDS,12343,12576,-,ECOR14_PROKKA,ortT,core,44
3,prr,ECOR14_01741,CDS,13223,14647,-,ECOR14_PROKKA,ortT,soft_core,43
4,ydcV_2,ECOR14_01742,CDS,14669,15463,-,ECOR14_PROKKA,ortT,core,44
5,ydcU,ECOR14_01743,CDS,15453,16394,-,ECOR14_PROKKA,ortT,core,44
6,potA_2,ECOR14_01744,CDS,16395,17408,-,ECOR14_PROKKA,ortT,core,44
7,ydcS,ECOR14_01745,CDS,17426,18571,-,ECOR14_PROKKA,ortT,core,44
8,lysN,ECOR14_01746,CDS,18816,20222,-,ECOR14_PROKKA,ortT,core,44
9,hicB,ECOR14_01747,CDS,20301,20738,-,ECOR14_PROKKA,ortT,non_core,20
-9,yhhQ,ECOR4_04220,CDS,9468,10133,-,ECOR4_PROKKA,panZ,core,44
-8,tusA,ECOR4_04221,CDS,10354,10599,+,ECOR4_PROKKA,panZ,core,44
-7,zntA,ECOR4_04222,CDS,10701,12899,-,ECOR4_PROKKA,panZ,core,44
-6,,ECOR4_04223,CDS,12973,13599,-,ECOR4_PROKKA,panZ,core,44
-5,,ECOR4_04224,CDS,13740,14099,+,ECOR4_PROKKA,panZ,core,44
-4,,ECOR4_04225,CDS,14102,14371,-,ECOR4_PROKKA,panZ,core,44
-3,rsmD,ECOR4_04226,CDS,14361,14957,-,ECOR4_PROKKA,panZ,core,44
-2,ftsY,ECOR4_04227,CDS,15107,16603,+,ECOR4_PROKKA,panZ,core,44
-1,ftsE,ECOR4_04228,CDS,16606,17274,+,ECOR4_PROKKA,panZ,core,44
0,ftsX,ECOR4_04229,CDS,17267,18325,+,ECOR4_PROKKA,panZ,core,44
1,rpoH,ECOR4_04230,CDS,18570,19424,+,ECOR4_PROKKA,panZ,core,44
2,livJ,ECOR4_04231,CDS,19695,20798,+,ECOR4_PROKKA,panZ,core,44
3,panZ,ECOR4_04232,CDS,20998,21381,-,ECOR4_PROKKA,panZ,non_core,1
4,livK,ECOR4_04233,CDS,21805,22914,+,ECOR4_PROKKA,panZ,core,44
5,livH,ECOR4_04234,CDS,22962,23888,+,ECOR4_PROKKA,panZ,core,44
6,,ECOR4_04235,CDS,23885,25162,+,ECOR4_PROKKA,panZ,core,44
7,lptB_2,ECOR4_04236,CDS,25159,25926,+,ECOR4_PROKKA,panZ,core,44
8,livF,ECOR4_04237,CDS,25928,26641,+,ECOR4_PROKKA,panZ,core,44
9,ugpB,ECOR4_04238,CDS,27038,28354,+,ECOR4_PROKKA,panZ,core,44
-9,sitB,a370e86af943a50f23d4c066bcb16592_2550,CDS,1284955,1285782,-,UTI89,pdeG,non_core,35
-8,sitA,a370e86af943a50f23d4c066bcb16592_2552,CDS,1285782,1286696,-,UTI89,pdeG,non_core,30
-7,,a370e86af943a50f23d4c066bcb16592_2554,CDS,1287395,1288153,+,UTI89,pdeG,non_core,16
-6,,a370e86af943a50f23d4c066bcb16592_2556,CDS,1288610,1288777,+,UTI89,pdeG,non_core,27
-5,,a370e86af943a50f23d4c066bcb16592_2558,CDS,1288861,1288986,-,UTI89,pdeG,non_core,2
-4,ycgX,a370e86af943a50f23d4c066bcb16592_2560,CDS,1289039,1289443,-,UTI89,pdeG,soft_core,43
-3,bluR,a370e86af943a50f23d4c066bcb16592_2562,CDS,1289664,1290395,-,UTI89,pdeG,soft_core,43
-2,bluF,a370e86af943a50f23d4c066bcb16592_2564,CDS,1290600,1291811,-,UTI89,pdeG,non_core,10
-1,ycgZ,a370e86af943a50f23d4c066bcb16592_2566,CDS,1292125,1292361,+,UTI89,pdeG,soft_core,43
0,ymgA,a370e86af943a50f23d4c066bcb16592_2568,CDS,1292404,1292676,+,UTI89,pdeG,non_core,2
1,,a370e86af943a50f23d4c066bcb16592_2570,CDS,1292715,1293412,-,UTI89,pdeG,unknown,
2,,a370e86af943a50f23d4c066bcb16592_2572,CDS,1293543,1293761,+,UTI89,pdeG,non_core,23
3,,a370e86af943a50f23d4c066bcb16592_2574,CDS,1294159,1295678,+,UTI89,pdeG,unknown,
4,ymgD,a370e86af943a50f23d4c066bcb16592_2576,CDS,1295736,1296071,-,UTI89,pdeG,non_core,17
5,ymgG,a370e86af943a50f23d4c066bcb16592_2578,CDS,1296075,1296419,-,UTI89,pdeG,core,44
6,,a370e86af943a50f23d4c066bcb16592_2580,CDS,1296421,1296594,-,UTI89,pdeG,non_core,4
7,,a370e86af943a50f23d4c066bcb16592_2582,CDS,1296695,1296880,+,UTI89,pdeG,non_core,2
8,,a370e86af943a50f23d4c066bcb16592_2584,CDS,1296841,1296960,+,UTI89,pdeG,non_core,2
9,,a370e86af943a50f23d4c066bcb16592_2586,CDS,1296995,1297338,+,UTI89,pdeG,unknown,
-9,ycjU,ECOR66_03248,CDS,321921,322580,+,ECOR66_PROKKA,pgrR_3,non_core,38
-8,msmX,ECOR66_03249,CDS,322594,323676,+,ECOR66_PROKKA,pgrR_3,non_core,36
-7,ompG,ECOR66_03250,CDS,323721,324626,+,ECOR66_PROKKA,pgrR_3,non_core,38
-6,ccpA,ECOR66_03251,CDS,324677,325675,-,ECOR66_PROKKA,pgrR_3,non_core,38
-5,ycjX,ECOR66_03252,CDS,325831,327228,+,ECOR66_PROKKA,pgrR_3,core,44
-4,,ECOR66_03253,CDS,327225,328286,+,ECOR66_PROKKA,pgrR_3,core,44
-3,tyrR,ECOR66_03254,CDS,328434,329975,+,ECOR66_PROKKA,pgrR_3,core,44
-2,tpx,ECOR66_03255,CDS,330019,330525,-,ECOR66_PROKKA,pgrR_3,core,44
-1,ycjG,ECOR66_03256,CDS,330644,331609,+,ECOR66_PROKKA,pgrR_3,non_core,33
0,mpaA,ECOR66_03257,CDS,331584,332312,-,ECOR66_PROKKA,pgrR_3,non_core,32
1,,ECOR66_03258,CDS,332551,332673,-,ECOR66_PROKKA,pgrR_3,non_core,1
2,ycjY_2,ECOR66_03259,CDS,332744,333280,-,ECOR66_PROKKA,pgrR_3,non_core,41
3,mppA,ECOR66_03260,CDS,333822,335435,+,ECOR66_PROKKA,pgrR_3,core,44
4,ynaI,ECOR66_03261,CDS,335486,336517,-,ECOR66_PROKKA,pgrR_3,core,44
5,,ECOR66_03262,CDS,336761,337018,+,ECOR66_PROKKA,pgrR_3,core,44
6,uspE,ECOR66_03263,CDS,337068,338018,-,ECOR66_PROKKA,pgrR_3,core,44
7,fnr,ECOR66_03264,CDS,338170,338922,-,ECOR66_PROKKA,pgrR_3,core,44
8,ogt,ECOR66_03265,CDS,339117,339632,-,ECOR66_PROKKA,pgrR_3,core,44
9,abgT,ECOR66_03266,CDS,339643,341169,-,ECOR66_PROKKA,pgrR_3,non_core,19
-9,lacI,ECOR11_04616,CDS,110791,111882,+,ECOR11_PROKKA,prpD,core,44
-8,lacZ,ECOR11_04617,CDS,112005,115079,+,ECOR11_PROKKA,prpD,core,44
-7,lacY,ECOR11_04618,CDS,115131,116384,+,ECOR11_PROKKA,prpD,non_core,27
-6,lacA,ECOR11_04619,CDS,116456,117061,+,ECOR11_PROKKA,prpD,core,44
-5,cynX,ECOR11_04620,CDS,117164,118345,-,ECOR11_PROKKA,prpD,non_core,18
-4,cynS,ECOR11_04621,CDS,118351,118821,-,ECOR11_PROKKA,prpD,non_core,18
-3,cynT,ECOR11_04622,CDS,118852,119511,-,ECOR11_PROKKA,prpD,non_core,18
-2,cynR,ECOR11_04623,CDS,119620,120519,+,ECOR11_PROKKA,prpD,non_core,18
-1,codA,ECOR11_04624,CDS,120856,122139,-,ECOR11_PROKKA,prpD,core,44
0,codB,ECOR11_04625,CDS,122129,123388,-,ECOR11_PROKKA,prpD,core,44
1,prpE,ECOR11_04626,CDS,123718,125604,-,ECOR11_PROKKA,prpD,core,44
2,prpD,ECOR11_04627,CDS,125644,127095,-,ECOR11_PROKKA,prpD,non_core,2
3,prpC,ECOR11_04628,CDS,127129,128298,-,ECOR11_PROKKA,prpD,core,44
4,prpB,ECOR11_04629,CDS,128645,129535,-,ECOR11_PROKKA,prpD,core,44
5,prpR_1,ECOR11_04630,CDS,129774,130835,+,ECOR11_PROKKA,prpD,non_core,18
6,,ECOR11_04631,CDS,130990,131379,-,ECOR11_PROKKA,prpD,non_core,3
7,,ECOR11_04632,CDS,131351,131800,-,ECOR11_PROKKA,prpD,non_core,3
8,,ECOR11_04633,CDS,131793,132008,-,ECOR11_PROKKA,prpD,non_core,3
9,,ECOR11_04634,CDS,131998,132228,-,ECOR11_PROKKA,prpD,non_core,3
-9,rlhA_2,ECOR51_04689,CDS,193920,195923,+,ECOR51_PROKKA,prr,core,44
-8,,ECOR51_04690,CDS,196015,196185,-,ECOR51_PROKKA,prr,core,44
-7,lysN,ECOR51_04691,CDS,196739,198145,+,ECOR51_PROKKA,prr,core,44
-6,ydcS,ECOR51_04692,CDS,198390,199535,+,ECOR51_PROKKA,prr,core,44
-5,potA_3,ECOR51_04693,CDS,199553,200566,+,ECOR51_PROKKA,prr,core,44
-4,ydcU,ECOR51_04694,CDS,200567,201508,+,ECOR51_PROKKA,prr,core,44
-3,ydcV_3,ECOR51_04695,CDS,201498,202292,+,ECOR51_PROKKA,prr,core,44
-2,,ECOR51_04696,CDS,202401,202703,-,ECOR51_PROKKA,prr,non_core,1
-1,prr,ECOR51_04697,CDS,202710,203738,+,ECOR51_PROKKA,prr,non_core,2
0,ortT,ECOR51_04698,CDS,204125,204298,+,ECOR51_PROKKA,prr,soft_core,43
1,ydcY,ECOR51_04699,CDS,204384,204617,+,ECOR51_PROKKA,prr,core,44
2,ydcZ,ECOR51_04700,CDS,204618,205067,-,ECOR51_PROKKA,prr,core,44
3,mnaT,ECOR51_04701,CDS,205064,205582,-,ECOR51_PROKKA,prr,core,44
4,,ECOR51_04702,CDS,205789,206025,+,ECOR51_PROKKA,prr,non_core,24
5,cntO_2,ECOR51_04703,CDS,206063,208165,-,ECOR51_PROKKA,prr,core,44
6,yncE,ECOR51_04704,CDS,208407,209468,+,ECOR51_PROKKA,prr,core,44
7,ansP2,ECOR51_04705,CDS,209581,211080,-,ECOR51_PROKKA,prr,core,44
8,,ECOR51_04706,CDS,211347,211523,+,ECOR51_PROKKA,prr,non_core,19
9,,ECOR51_04707,CDS,212506,212790,+,ECOR51_PROKKA,prr,non_core,21
-9,arnT,DADKIG_07750,CDS,1537641,1539293,-,KE46,rhmT,core,44
-8,arnD,DADKIG_07755,CDS,1539293,1540183,-,KE46,rhmT,core,44
-7,arnA,DADKIG_07760,CDS,1540180,1542162,-,KE46,rhmT,core,44
-6,arnC,DADKIG_07765,CDS,1542162,1543130,-,KE46,rhmT,core,44
-5,arnB,DADKIG_07770,CDS,1543134,1544291,-,KE46,rhmT,core,44
-4,ais,DADKIG_07775,CDS,1544581,1545183,+,KE46,rhmT,core,44
-3,nudI,DADKIG_07780,CDS,1545222,1545647,-,KE46,rhmT,core,44
-2,yfaZ,DADKIG_07785,CDS,1545926,1546468,+,KE46,rhmT,core,44
-1,yfaY,DADKIG_07790,CDS,1546568,1547770,+,KE46,rhmT,core,44
0,yfaU,DADKIG_07795,CDS,1547906,1548295,+,KE46,rhmT,core,44
1,yfaD,DADKIG_07800,CDS,1548336,1549238,-,KE46,rhmT,non_core,29
2,glpC,DADKIG_07805,CDS,1549432,1550622,-,KE46,rhmT,core,44
3,glpB,DADKIG_07810,CDS,1550619,1551878,-,KE46,rhmT,core,44
4,glpA,DADKIG_07815,CDS,1551868,1553496,-,KE46,rhmT,core,44
5,glpT,DADKIG_07820,CDS,1553769,1555127,+,KE46,rhmT,core,44
6,glpQ,DADKIG_07825,CDS,1555132,1556208,+,KE46,rhmT,core,44
7,yfaH,DADKIG_07830,CDS,1556250,1556456,-,KE46,rhmT,non_core,2
8,inaA,DADKIG_07835,CDS,1556671,1557321,+,KE46,rhmT,core,44
9,yfaE,DADKIG_07840,CDS,1557375,1557629,-,KE46,rhmT,core,44
-9,yeiR,ECOR66_01489,CDS,228630,229616,-,ECOR66_PROKKA,rihB,core,44
-8,por_1,ECOR66_01490,CDS,229734,231200,-,ECOR66_PROKKA,rihB,core,44
-7,yeiP,ECOR66_01491,CDS,231423,231995,-,ECOR66_PROKKA,rihB,core,44
-6,,ECOR66_01492,CDS,232150,232404,+,ECOR66_PROKKA,rihB,core,44
-5,setB,ECOR66_01493,CDS,232401,233582,-,ECOR66_PROKKA,rihB,core,44
-4,fruB,ECOR66_01494,CDS,233950,235080,+,ECOR66_PROKKA,rihB,core,44
-3,lacC,ECOR66_01495,CDS,235080,236018,+,ECOR66_PROKKA,rihB,core,44
-2,fruA_1,ECOR66_01496,CDS,236035,237726,+,ECOR66_PROKKA,rihB,core,44
-1,psuK_1,ECOR66_01497,CDS,238182,239123,+,ECOR66_PROKKA,rihB,non_core,26
0,psuG,ECOR66_01498,CDS,239111,240049,+,ECOR66_PROKKA,rihB,soft_core,43
1,psuT,ECOR66_01499,CDS,240143,241393,+,ECOR66_PROKKA,rihB,soft_core,43
2,yeiL,ECOR66_01500,CDS,241460,242158,-,ECOR66_PROKKA,rihB,non_core,27
3,rihB,ECOR66_01501,CDS,242288,243151,+,ECOR66_PROKKA,rihB,non_core,1
4,psuK_2,ECOR66_01502,CDS,243419,244507,-,ECOR66_PROKKA,rihB,non_core,27
5,nfo,ECOR66_01503,CDS,244511,245368,-,ECOR66_PROKKA,rihB,core,44
6,,ECOR66_01504,CDS,245442,246491,-,ECOR66_PROKKA,rihB,core,44
7,cysL,ECOR66_01505,CDS,246590,247471,+,ECOR66_PROKKA,rihB,core,44
8,lysP,ECOR66_01506,CDS,247676,249145,+,ECOR66_PROKKA,rihB,non_core,18
9,cirA_1,ECOR66_01507,CDS,249437,251428,+,ECOR66_PROKKA,rihB,core,44
-9,ybiS,ECOR44_01588,CDS,325665,326585,+,ECOR44_PROKKA,rlmF,core,44
-8,ybiR,ECOR44_01589,CDS,326643,327761,-,ECOR44_PROKKA,rlmF,core,44
-7,mntR,ECOR44_01590,CDS,327758,328225,-,ECOR44_PROKKA,rlmF,core,44
-6,mntS,ECOR44_01591,CDS,328411,328539,+,ECOR44_PROKKA,rlmF,core,44
-5,opgE_1,ECOR44_01592,CDS,328811,330394,+,ECOR44_PROKKA,rlmF,core,44
-4,ompX_1,ECOR44_01593,CDS,330443,330958,-,ECOR44_PROKKA,rlmF,core,44
-3,rhtA,ECOR44_01594,CDS,331311,332198,+,ECOR44_PROKKA,rlmF,core,44
-2,dps,ECOR44_01595,CDS,332497,333000,+,ECOR44_PROKKA,rlmF,core,44
-1,glnH,ECOR44_01596,CDS,333404,334150,+,ECOR44_PROKKA,rlmF,core,44
0,glnP,ECOR44_01597,CDS,334289,334948,+,ECOR44_PROKKA,rlmF,core,44
1,glnQ_2,ECOR44_01598,CDS,334945,335667,+,ECOR44_PROKKA,rlmF,core,44
2,ybiO,ECOR44_01599,CDS,335928,338153,+,ECOR44_PROKKA,rlmF,core,44
3,mcbA,ECOR44_01600,CDS,339383,339643,+,ECOR44_PROKKA,rlmF,core,44
4,fiu,ECOR44_01601,CDS,339908,342190,+,ECOR44_PROKKA,rlmF,non_core,30
5,,ECOR44_01602,CDS,342235,342909,+,ECOR44_PROKKA,rlmF,core,44
6,ybiI_2,ECOR44_01603,CDS,342983,343249,+,ECOR44_PROKKA,rlmF,core,44
7,bhsA_2,ECOR44_01604,CDS,343514,343774,+,ECOR44_PROKKA,rlmF,core,44
8,hcxB,ECOR44_01605,CDS,344003,345088,-,ECOR44_PROKKA,rlmF,core,44
9,ybiB,ECOR44_01606,CDS,345229,346191,-,ECOR44_PROKKA,rlmF,non_core,30
-9,yicH,a99aee7d8774ee1318b35b64abeb3eab_7527,CDS,3808249,3809958,-,W3110,rph,core,44
-8,xanP,a99aee7d8774ee1318b35b64abeb3eab_7529,CDS,3810079,3811470,-,W3110,rph,core,44
-7,gltS,a99aee7d8774ee1318b35b64abeb3eab_7531,CDS,3811750,3812955,+,W3110,rph,core,44
-6,recG,a99aee7d8774ee1318b35b64abeb3eab_7533,CDS,3813124,3815205,-,W3110,rph,core,44
-5,trmH,a99aee7d8774ee1318b35b64abeb3eab_7535,CDS,3815211,3815900,-,W3110,rph,core,44
-4,spoT,a99aee7d8774ee1318b35b64abeb3eab_7537,CDS,3815907,3818015,-,W3110,rph,core,44
-3,rpoZ,a99aee7d8774ee1318b35b64abeb3eab_7539,CDS,3818034,3818309,-,W3110,rph,core,44
-2,gmk,a99aee7d8774ee1318b35b64abeb3eab_7541,CDS,3818364,3818987,-,W3110,rph,core,44
-1,ligB,a99aee7d8774ee1318b35b64abeb3eab_7543,CDS,3819245,3820927,+,W3110,rph,non_core,30
0,yicG,a99aee7d8774ee1318b35b64abeb3eab_7545,CDS,3820924,3821541,-,W3110,rph,core,44
1,dinD,a99aee7d8774ee1318b35b64abeb3eab_7547,CDS,3821831,3822655,-,W3110,rph,non_core,34
2,yicC,a99aee7d8774ee1318b35b64abeb3eab_7549,CDS,3822876,3823739,-,W3110,rph,core,44
3,rph,a99aee7d8774ee1318b35b64abeb3eab_7551,CDS,3823866,3824581,+,W3110,rph,unknown,
4,pyrE,a99aee7d8774ee1318b35b64abeb3eab_7553,CDS,3824647,3825288,+,W3110,rph,core,44
5,slmA,a99aee7d8774ee1318b35b64abeb3eab_7555,CDS,3825325,3825921,-,W3110,rph,core,44
6,dut,a99aee7d8774ee1318b35b64abeb3eab_7557,CDS,3826028,3826486,-,W3110,rph,core,44
7,coaBC,a99aee7d8774ee1318b35b64abeb3eab_7559,CDS,3826464,3827684,-,W3110,rph,core,44
8,radC,a99aee7d8774ee1318b35b64abeb3eab_7561,CDS,3827856,3828524,+,W3110,rph,core,44
9,rpmB,a99aee7d8774ee1318b35b64abeb3eab_7563,CDS,3828741,3828977,+,W3110,rph,core,44
-9,yafJ,9d38f563c3a26fdef9221ebcd767f53a_475,CDS,244327,245094,+,MG1655,rtcB_1,core,44
-8,ldtF,9d38f563c3a26fdef9221ebcd767f53a_477,CDS,245065,245805,-,MG1655,rtcB_1,core,44
-7,yafQ,9d38f563c3a26fdef9221ebcd767f53a_479,CDS,245961,246239,-,MG1655,rtcB_1,non_core,11
-6,dinJ,9d38f563c3a26fdef9221ebcd767f53a_481,CDS,246242,246502,-,MG1655,rtcB_1,non_core,11
-5,yafL,9d38f563c3a26fdef9221ebcd767f53a_483,CDS,246712,247461,+,MG1655,rtcB_1,core,44
-4,rayT,9d38f563c3a26fdef9221ebcd767f53a_485,CDS,247637,248134,+,MG1655,rtcB_1,non_core,16
-3,dinB,9d38f563c3a26fdef9221ebcd767f53a_489,CDS,250898,251953,+,MG1655,rtcB_1,core,44
-2,yafN,9d38f563c3a26fdef9221ebcd767f53a_491,CDS,252005,252298,+,MG1655,rtcB_1,non_core,23
-1,yafO,9d38f563c3a26fdef9221ebcd767f53a_493,CDS,252301,252699,+,MG1655,rtcB_1,non_core,22
0,yafP,9d38f563c3a26fdef9221ebcd767f53a_495,CDS,252709,253161,+,MG1655,rtcB_1,non_core,36
1,pepD,9d38f563c3a26fdef9221ebcd767f53a_499,CDS,254259,255716,-,MG1655,rtcB_1,core,44
2,gpt,9d38f563c3a26fdef9221ebcd767f53a_501,CDS,255977,256435,+,MG1655,rtcB_1,core,44
3,frsA,9d38f563c3a26fdef9221ebcd767f53a_503,CDS,256527,257771,+,MG1655,rtcB_1,core,44
4,crl,9d38f563c3a26fdef9221ebcd767f53a_506,CDS,257829,257899,+,MG1655,rtcB_1,core,44
5,crl,9d38f563c3a26fdef9221ebcd767f53a_507,CDS,258676,259006,+,MG1655,rtcB_1,unknown,
6,insB9,9d38f563c3a26fdef9221ebcd767f53a_512,CDS,257923,258426,-,MG1655,rtcB_1,non_core,3
7,insA9,9d38f563c3a26fdef9221ebcd767f53a_514,CDS,258345,258620,-,MG1655,rtcB_1,non_core,1
8,phoE,9d38f563c3a26fdef9221ebcd767f53a_516,CDS,259045,260100,-,MG1655,rtcB_1,core,44
9,proB,9d38f563c3a26fdef9221ebcd767f53a_518,CDS,260388,261491,+,MG1655,rtcB_1,core,44
-9,glgA,ECOR4_04260,CDS,50552,51985,+,ECOR4_PROKKA,rtcR,core,44
-8,malP_2,ECOR4_04261,CDS,52004,54451,+,ECOR4_PROKKA,rtcR,core,44
